TKPH,Tire Wear (%),Remaining Tire Life (Hours),Fuel Consumption (L/h),Tire Failure Risk,Maintenance Alert
152,14.101171925887657,920.2453987730061,4.881417986316602,1,0
485,38.43028032357149,609.1370558375635,9.503239373589055,3,1
320,27.385096292630905,731.7073170731707,7.416549204850494,2,1
156,14.444080962898154,914.6341463414634,4.861590975726096,1,0
121,11.396604040712443,966.1835748792271,4.9755812012792004,0,0
70,6.760618009405173,1052.6315789473683,4.53544972998846,0,0
171,15.71784265283801,894.187779433681,4.790175329676876,1,0
516,40.309660732564204,590.5511811023622,9.459652048346767,3,1
264,23.202646034329387,785.3403141361257,5.616812258143583,1,0
380,31.613859078764417,681.8181818181819,9.167919672031486,2,1
508,39.830222823789065,595.2380952380952,9.449248145364164,3,1
137,12.80297738678906,941.9152276295133,4.945884778898452,0,0
422,34.426596060655825,650.7592190889371,9.663149312585366,2,1
149,13.843088510104174,924.4992295839753,4.895890314967455,0,0
180,16.4729788588728,882.3529411764707,4.757479556705147,1,0
358,30.09269249934743,699.3006993006993,8.638705450191756,2,1
393,32.497125241386684,671.8924972004479,9.394981889689856,2,1
541,41.78342046013586,576.3688760806917,9.630373611612288,3,1
463,37.06073674918371,623.0529595015576,9.609033303370653,3,1
435,35.27353329219653,641.711229946524,9.687969230082182,2,1
241,21.415837361165448,809.7165991902834,5.1207844804507285,1,0
326,27.819481256828414,726.3922518159806,7.62460741594808,2,1
210,18.941575402981293,845.0704225352113,4.778424227586412,1,0
509,39.89036252610247,594.6481665014867,9.449549643383595,3,1
363,30.44135665009049,695.2491309385863,8.773718872389836,2,1
71,6.853810787240788,1050.7880910683014,4.55365176285172,0,0
302,26.06619351104681,748.1296758104738,6.789204574865841,2,1
524,40.78527843925187,585.9375,9.489990277839127,3,1
108,10.237240356956512,986.8421052631579,4.9513834607786835,0,0
560,42.879093615118514,566.0377358490566,9.920822270848683,3,1
525,40.84446356331849,585.3658536585366,9.49530424002833,3,1
239,21.258511762731214,811.9079837618403,5.087284754439107,1,0
293,25.39778593027785,756.6204287515764,6.484333151705659,1,0
554,42.53533794105343,569.2599620493359,9.813561734124665,3,1
180,16.4729788588728,882.3529411764707,4.757479556705147,1,0
534,41.37447476327804,580.2707930367504,9.55938170161207,3,1
70,6.760618009405173,1052.6315789473683,4.53544972998846,0,0
216,19.426469812652037,837.9888268156425,4.816001841276813,1,0
323,27.602614563208473,729.0400972053463,7.520894826114484,2,1
437,35.40285685893755,640.3415154749199,9.687501044512565,2,1
365,30.58033491220211,693.6416184971098,8.825436620628563,2,1
63,6.105652631086677,1065.7193605683838,4.397090341590515,0,0
291,25.248432198190894,758.5335018963339,6.41819994759457,1,0
395,32.631996075113236,670.391061452514,9.423941341839774,2,1
389,32.22657299860289,674.9156355455568,9.332264606890266,2,1
141,13.151068830233214,936.0374414976599,4.931077964217054,0,0
416,34.031972951561094,655.0218340611353,9.633364443662153,2,1
504,39.58906171441353,597.609561752988,9.450664683936438,3,1
477,37.93574707065627,614.1248720573183,9.540032741823126,3,1
558,42.76473748433668,567.1077504725897,9.883487479251189,3,1
84,8.056874390487534,1027.3972602739727,4.754043202198075,0,0
255,22.5083502038919,794.7019867549669,5.399185317672266,1,0
130,12.190456907943869,952.3809523809524,4.965501371821464,0,0
437,35.40285685893755,640.3415154749199,9.687501044512565,2,1
51,4.972132946757302,1088.929219600726,4.117108021949363,0,0
439,35.53192203701987,638.9776357827476,9.686020992198092,2,1
155,14.358482251638648,916.030534351145,4.8665806624332895,1,0
526,40.90358953184374,584.7953216374269,9.500970068792402,3,1
451,36.30091578220175,630.9148264984227,9.658814673870488,3,1
211,19.02259331187237,843.8818565400844,4.783793974171675,1,0
251,22.197762844104275,798.9347536617843,5.311940369299632,1,0
319,27.312445069366177,732.6007326007326,7.381663521631418,2,1
320,27.385096292630905,731.7073170731707,7.416549204850494,2,1
505,39.64944245729595,597.0149253731344,9.449929351107118,3,1
511,40.01046166188145,593.4718100890207,9.450980921972818,3,1
301,25.99222272532924,749.0636704119851,6.7548425085695305,2,1
345,29.177964653220002,710.0591715976332,8.253439764388201,2,1
387,32.090890507336326,676.4374295377678,9.298511123313416,2,1
102,9.697044833112322,996.6777408637874,4.9219286509533795,0,0
266,23.35608724989808,783.289817232376,5.668985753288753,1,0
237,21.100871198239034,814.1112618724559,5.0553811599858145,1,0
429,34.88400708189675,645.8557588805166,9.68282371935489,2,1
542,41.84160794108629,575.8157389635317,9.642077290718243,3,1
90,8.60688147287718,1016.949152542373,4.823847630878195,0,0
206,18.616692371707934,849.8583569405099,4.760390826388629,1,0
64,6.199500046927053,1063.8297872340424,4.418015860289225,0,0
114,10.77420441175917,977.1986970684039,4.968880708180922,0,0
570,43.44745613004629,560.7476635514018,10.130671474335323,3,1
393,32.497125241386684,671.8924972004479,9.394981889689856,2,1
178,16.305757651123187,884.9557522123895,4.763694297855583,1,0
521,40.607367541656394,587.6591576885407,9.4761201535049,3,1
112,10.59557424996428,980.3921568627451,4.96431592508442,0,0
188,17.13852927673194,872.093023255814,4.740261802271258,1,0
548,42.18951353294804,572.5190839694657,9.720632698238749,3,1
441,35.66072934270438,637.6195536663124,9.683579434507068,2,1
468,37.374647634244404,619.8347107438017,9.584732666897565,3,1
338,28.680471210171778,715.9904534606204,8.02895148637769,2,1
428,34.8188585201268,646.551724137931,9.680951221318775,2,1
539,41.66687079023612,577.4783445620789,9.608146289667781,3,1
280,24.421625854427454,769.2307692307692,6.068733362127679,1,0
90,8.60688147287718,1016.949152542373,4.823847630878195,0,0
77,7.411014639350466,1039.8613518197574,4.654525830605479,0,0
184,16.806419617332825,877.1929824561404,4.747230692644276,1,0
250,22.119921692859513,800.0,5.291075725336862,1,0
82,7.87280413036513,1030.9278350515465,4.727606381319173,0,0
97,9.24439938667273,1005.0251256281407,4.8876150140222006,0,0
552,42.42029361095355,570.3422053231939,9.780986659670456,3,1
456,36.6186162901451,627.6150627615064,9.640081376365085,3,1
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
596,44.89887210086593,547.4452554744526,10.837706868914609,3,1
511,40.01046166188145,593.4718100890207,9.450980921972818,3,1
54,5.256789349820168,1083.0324909747292,4.191957806884948,0,0
267,23.432692853462612,782.2685788787484,5.69556734355338,1,0
552,42.42029361095355,570.3422053231939,9.780986659670456,3,1
447,36.04560917251991,633.5797254487856,9.67101191541287,2,1
442,35.72503645444688,636.9426751592357,9.682014251929532,2,1
256,22.58580312077516,793.6507936507936,5.421929525330733,1,0
64,6.199500046927053,1063.8297872340424,4.418015860289225,0,0
510,39.95044211877341,594.059405940594,9.450125312406456,3,1
290,25.173643242143473,759.493670886076,6.385397820586242,1,0
145,13.49777068892587,930.2325581395348,4.914249329213982,0,0
534,41.37447476327804,580.2707930367504,9.55938170161207,3,1
456,36.6186162901451,627.6150627615064,9.640081376365085,3,1
280,24.421625854427454,769.2307692307692,6.068733362127679,1,0
220,19.74812020375215,833.3333333333334,4.848397926110484,1,0
590,44.56727152654929,550.4587155963303,10.656474915222876,3,1
85,8.148771559854262,1025.6410256410256,4.766664810452468,0,0
574,43.67321448779954,558.659217877095,10.225057459128635,3,1
209,18.860476435658857,846.262341325811,4.77340309968926,1,0
292,25.323146402664285,757.5757575757575,6.451180788666604,1,0
135,12.628408831196559,944.8818897637796,4.95237988023383,0,0
77,7.411014639350466,1039.8613518197574,4.654525830605479,0,0
389,32.22657299860289,674.9156355455568,9.332264606890266,2,1
380,31.613859078764417,681.8181818181819,9.167919672031486,2,1
555,42.592773880356404,568.7203791469193,9.83044741179601,3,1
397,32.76659743673428,668.8963210702341,9.451302700938866,2,1
522,40.6667304876948,587.0841487279844,9.480402316849137,3,1
280,24.421625854427454,769.2307692307692,6.068733362127679,1,0
239,21.258511762731214,811.9079837618403,5.087284754439107,1,0
274,23.96679247391179,775.1937984496124,5.890428327179492,1,0
434,35.20877445146494,642.3982869379015,9.687808575392287,2,1
426,34.68836578793244,647.9481641468683,9.67628798513693,2,1
332,28.251267714555674,721.1538461538461,7.829291332326735,2,1
308,26.508468199093127,742.5742574257425,6.99712600489345,2,1
408,33.50211211775981,660.7929515418502,9.573540649650575,2,1
505,39.64944245729595,597.0149253731344,9.449929351107118,3,1
460,36.871635449307405,625.0,9.622889914100247,3,1
367,30.71903549556083,692.0415224913495,8.87579385169109,2,1
274,23.96679247391179,775.1937984496124,5.890428327179492,1,0
283,24.648021214028283,766.2835249042146,6.161375338596993,1,0
423,34.49213668881937,650.0541711809317,9.666922463261601,2,1
521,40.607367541656394,587.6591576885407,9.4761201535049,3,1
282,24.572631546691102,767.2634271099744,6.130252671205955,1,0
162,14.955879545976703,906.3444108761329,4.831751406254891,1,0
546,42.0737768619218,573.6137667304015,9.692854377524034,3,1
491,38.79859259986501,605.4490413723512,9.479986879232216,3,1
317,27.16692448742983,734.3941248470013,7.311784132307078,2,1
559,42.82194413875791,566.5722379603399,9.901958273258112,3,1
435,35.27353329219653,641.711229946524,9.687969230082182,2,1
436,35.338227406456035,641.0256410256411,9.687864705919516,2,1
162,14.955879545976703,906.3444108761329,4.831751406254891,1,0
130,12.190456907943869,952.3809523809524,4.965501371821464,0,0
162,14.955879545976703,906.3444108761329,4.831751406254891,1,0
51,4.972132946757302,1088.929219600726,4.117108021949363,0,0
269,23.585674435180103,780.2340702210663,5.749697048911219,1,0
274,23.96679247391179,775.1937984496124,5.890428327179492,1,0
434,35.20877445146494,642.3982869379015,9.687808575392287,2,1
452,36.36458302749129,630.2521008403362,9.655353341880462,3,1
179,16.38941006029645,883.6524300441826,4.760502030516418,1,0
102,9.697044833112322,996.6777408637874,4.9219286509533795,0,0
465,37.18648948103592,621.761658031088,9.599454423507062,3,1
296,25.62125719798204,753.7688442211055,6.584746440011957,1,0
488,38.61471269571829,607.2874493927126,9.491021142093674,3,1
252,22.27552619310539,797.8723404255319,5.33318622440739,1,0
233,20.784642647568596,818.5538881309686,4.9963719887925,1,0
172,15.80208268315001,892.8571428571428,4.786001687584433,1,0
450,36.23718483782267,631.578947368421,9.662118485241757,3,1
343,29.036178843979133,711.7437722419929,8.190356770640301,2,1
329,28.035698325292458,723.7635705669481,7.727475672429869,2,1
247,21.88593064686235,803.2128514056225,5.2307917501471906,1,0
560,42.879093615118514,566.0377358490566,9.920822270848683,3,1
193,17.55180258608918,865.8008658008657,4.736813529895095,1,0
250,22.119921692859513,800.0,5.291075725336862,1,0
173,15.886238515537677,891.5304606240712,4.78194564089703,1,0
236,21.02193260671973,815.2173913043479,5.040028963669975,1,0
375,31.271072120902776,685.7142857142857,9.062999976774739,2,1
513,40.13032083942708,592.3000987166831,9.45355447877094,3,1
398,32.833797233799025,668.1514476614699,9.464385315028139,2,1
452,36.36458302749129,630.2521008403362,9.655353341880462,3,1
395,32.631996075113236,670.391061452514,9.423941341839774,2,1
560,42.879093615118514,566.0377358490566,9.920822270848683,3,1
196,17.79877653218135,862.0689655172414,4.737853711269194,1,0
197,17.880936668734204,860.832137733142,4.738754430876029,1,0
538,41.60850848473713,578.0346820809249,9.597619537861645,3,1
600,45.11883639059736,545.4545454545454,10.963427081999566,4,1
387,32.090890507336326,676.4374295377678,9.298511123313416,2,1
522,40.6667304876948,587.0841487279844,9.480402316849137,3,1
200,18.12692469220182,857.1428571428572,4.743197504692072,1,0
464,37.123644553290156,622.4066390041494,9.604272717020459,3,1
347,29.319467174225057,708.3825265643447,8.315597377906979,2,1
312,26.801847177168735,738.9162561576354,7.136828114791271,2,1
193,17.55180258608918,865.8008658008657,4.736813529895095,1,0
395,32.631996075113236,670.391061452514,9.423941341839774,2,1
51,4.972132946757302,1088.929219600726,4.117108021949363,0,0
353,29.742280662275846,703.3997655334115,8.496011377235599,2,1
303,26.14009036295174,747.1980074719802,6.82366295612164,2,1
